DateTimes,ShamsiDateTime,Air Pressure(hPa),Air Temperature(C),rel. Humidity(%),Surface Temperature(C),Wind Direction(D),Wind Speed(m/s)
2025-02-27 03:20:11,1403/12/09 03:20:11,751.6,-13.2,52.0,-12.2,223.0,0.9
2025-02-27 03:10:11,1403/12/09 03:10:11,751.6,-13.9,52.0,-12.5,193.0,2.1
2025-02-27 03:00:11,1403/12/09 03:00:11,751.7,-13.8,51.0,-12.7,189.0,2.0
2025-02-27 02:50:10,1403/12/09 02:50:10,751.6,-13.7,50.0,-13.2,188.0,1.9
2025-02-27 02:40:10,1403/12/09 02:40:10,751.5,-13.9,49.0,-13.4,193.0,2.0
2025-02-27 02:30:10,1403/12/09 02:30:10,751.5,-13.5,46.0,-13.3,198.0,1.8
2025-02-27 02:20:10,1403/12/09 02:20:10,751.5,-11.8,43.0,-12.7,228.0,0.3
2025-02-27 02:10:10,1403/12/09 02:10:10,751.6,-11.6,43.0,-12.2,255.0,0.9
2025-02-27 02:00:10,1403/12/09 02:00:10,751.5,-11.4,43.0,-12.1,258.0,1.5
2025-02-27 01:50:10,1403/12/09 01:50:10,751.5,-11.4,43.0,-12.2,251.0,1.9
2025-02-27 01:40:10,1403/12/09 01:40:10,751.6,-11.2,42.0,-12.4,253.0,1.8
2025-02-27 01:30:10,1403/12/09 01:30:10,751.6,-11.4,43.0,-12.5,249.0,1.0
2025-02-27 01:20:10,1403/12/09 01:20:10,751.6,-11.8,44.0,-12.3,253.0,1.7
2025-02-27 01:10:10,1403/12/09 01:10:10,751.6,-11.6,44.0,-12.5,246.0,1.3
2025-02-27 01:00:10,1403/12/09 01:00:10,751.6,-11.6,43.0,-12.6,255.0,1.2
2025-02-27 00:50:10,1403/12/09 00:50:10,751.5,-11.3,43.0,-12.7,247.0,0.9
2025-02-27 00:40:10,1403/12/09 00:40:10,751.5,-11.5,44.0,-12.9,249.0,1.3
2025-02-27 00:30:10,1403/12/09 00:30:10,751.5,-11.5,44.0,-13.0,253.0,1.0
2025-02-27 00:20:10,1403/12/09 00:20:10,751.5,-11.8,45.0,-13.1,254.0,0.8
2025-02-27 00:10:10,1403/12/09 00:10:10,751.6,-11.7,44.0,-13.2,248.0,0.8
2025-02-27 00:00:10,1403/12/09 00:00:10,751.6,-11.5,43.0,-13.3,247.0,0.5
2025-02-26 23:50:10,1403/12/08 23:50:10,751.6,-11.4,43.0,-13.0,241.0,0.7
2025-02-26 23:40:10,1403/12/08 23:40:10,751.7,-11.3,44.0,-12.3,242.0,0.1
2025-02-26 23:30:10,1403/12/08 23:30:10,751.8,-11.4,44.0,-12.0,250.0,0.8
2025-02-26 23:20:10,1403/12/08 23:20:10,751.9,-11.5,44.0,-12.1,241.0,1.2
2025-02-26 23:10:10,1403/12/08 23:10:10,752.0,-11.5,45.0,-12.0,228.0,1.0
2025-02-26 23:00:10,1403/12/08 23:00:10,752.1,-11.9,48.0,-12.0,220.0,0.4
2025-02-26 22:50:10,1403/12/08 22:50:10,752.2,-12.3,46.0,-11.8,234.0,0.3
2025-02-26 22:40:10,1403/12/08 22:40:10,752.2,-12.1,48.0,-11.6,250.0,0.7
2025-02-26 22:30:10,1403/12/08 22:30:10,752.3,-12.1,46.0,-11.5,243.0,0.7
2025-02-26 22:20:10,1403/12/08 22:20:10,752.3,-11.1,44.0,-11.0,225.0,0.4
2025-02-26 22:10:10,1403/12/08 22:10:10,752.3,-10.7,43.0,-10.8,248.0,0.8
2025-02-26 22:00:10,1403/12/08 22:00:10,752.3,-10.9,44.0,-10.8,245.0,1.5
2025-02-26 21:50:10,1403/12/08 21:50:10,752.3,-10.9,45.0,-10.5,253.0,1.3
2025-02-26 21:40:10,1403/12/08 21:40:10,752.4,-10.9,45.0,-10.0,251.0,1.3
2025-02-26 21:30:10,1403/12/08 21:30:10,752.3,-10.3,42.0,-9.4,247.0,1.7
2025-02-26 21:20:10,1403/12/08 21:20:10,752.3,-9.8,41.0,-9.2,256.0,3.4
2025-02-26 21:10:10,1403/12/08 21:10:10,752.2,-9.6,40.0,-9.2,246.0,5.1
2025-02-26 21:00:10,1403/12/08 21:00:10,752.2,-9.3,40.0,-9.3,254.0,6.3
2025-02-26 20:50:10,1403/12/08 20:50:10,752.3,-10.0,42.0,-9.3,253.0,5.3
2025-02-26 20:40:10,1403/12/08 20:40:10,752.4,-9.9,41.0,-9.2,247.0,4.2
2025-02-26 20:30:10,1403/12/08 20:30:10,752.4,-9.6,40.0,-9.2,251.0,4.4
2025-02-26 20:20:10,1403/12/08 20:20:10,752.4,-9.5,40.0,-9.2,255.0,5.0
2025-02-26 20:10:10,1403/12/08 20:10:10,752.4,-9.7,41.0,-9.3,252.0,4.9
2025-02-26 20:00:10,1403/12/08 20:00:10,752.4,-9.8,41.0,-9.3,255.0,4.7
2025-02-26 19:50:10,1403/12/08 19:50:10,752.4,-9.5,40.0,-9.3,257.0,3.8
2025-02-26 19:40:10,1403/12/08 19:40:10,752.5,-9.4,39.0,-9.3,253.0,4.8
2025-02-26 19:30:10,1403/12/08 19:30:10,752.5,-9.5,39.0,-9.3,254.0,4.2
2025-02-26 19:20:10,1403/12/08 19:20:10,752.5,-9.7,39.0,-9.3,257.0,4.2
2025-02-26 19:10:10,1403/12/08 19:10:10,752.4,-9.7,37.0,-9.3,258.0,3.2
2025-02-26 19:00:10,1403/12/08 19:00:10,752.4,-9.1,35.0,-9.3,257.0,4.1
2025-02-26 18:50:10,1403/12/08 18:50:10,752.5,-9.1,34.0,-9.5,251.0,4.8
2025-02-26 18:40:10,1403/12/08 18:40:10,752.5,-9.8,37.0,-9.6,254.0,4.3
2025-02-26 18:30:10,1403/12/08 18:30:10,752.5,-9.9,37.0,-9.7,258.0,3.7
2025-02-26 18:20:10,1403/12/08 18:20:10,752.5,-10.7,39.0,-9.7,256.0,3.8
2025-02-26 18:10:10,1403/12/08 18:10:10,752.5,-9.9,35.0,-9.7,256.0,3.2
2025-02-26 18:00:10,1403/12/08 18:00:10,752.5,-9.4,34.0,-9.9,242.0,3.8
2025-02-26 17:50:10,1403/12/08 17:50:10,752.4,-9.7,35.0,-10.1,240.0,3.8
2025-02-26 17:40:10,1403/12/08 17:40:10,752.5,-10.3,37.0,-10.2,245.0,2.9
2025-02-26 17:30:10,1403/12/08 17:30:10,752.5,-10.1,36.0,-10.1,247.0,1.9
2025-02-26 17:20:10,1403/12/08 17:20:10,752.5,-9.6,33.0,-10.0,246.0,2.7
2025-02-26 17:10:10,1403/12/08 17:10:10,752.4,-9.8,33.0,-10.1,244.0,2.4
2025-02-26 17:00:10,1403/12/08 17:00:10,752.4,-9.8,33.0,-9.7,233.0,0.1
2025-02-26 16:50:10,1403/12/08 16:50:10,752.3,-9.5,32.0,-9.4,231.0,0.9
2025-02-26 16:40:11,1403/12/08 16:40:11,752.2,-9.4,33.0,-9.2,243.0,2.4
2025-02-26 16:30:11,1403/12/08 16:30:11,752.2,-9.8,34.0,-9.2,243.0,3.2
2025-02-26 16:20:11,1403/12/08 16:20:11,752.2,-9.6,33.0,-9.2,246.0,3.7
2025-02-26 16:10:11,1403/12/08 16:10:11,752.2,-9.9,35.0,-9.3,253.0,3.3
2025-02-26 16:00:11,1403/12/08 16:00:11,752.1,-9.9,36.0,-9.2,258.0,2.8
2025-02-26 15:50:11,1403/12/08 15:50:11,752.0,-9.5,35.0,-9.0,254.0,2.6
2025-02-26 15:40:11,1403/12/08 15:40:11,751.9,-9.4,35.0,-8.8,243.0,2.9
2025-02-26 15:30:11,1403/12/08 15:30:11,751.8,-9.2,34.0,-8.5,257.0,3.8
2025-02-26 15:20:10,1403/12/08 15:20:10,751.7,-9.0,33.0,-8.4,250.0,4.8
2025-02-26 15:10:10,1403/12/08 15:10:10,751.7,-8.9,32.0,-8.2,249.0,4.9
2025-02-26 15:00:10,1403/12/08 15:00:10,751.7,-8.6,33.0,-8.0,250.0,5.1
2025-02-26 14:50:10,1403/12/08 14:50:10,751.7,-8.6,34.0,-7.8,248.0,5.2
2025-02-26 14:40:10,1403/12/08 14:40:10,751.6,-8.4,34.0,-7.5,250.0,4.7
2025-02-26 14:30:10,1403/12/08 14:30:10,751.6,-8.0,33.0,-7.2,249.0,5.1
2025-02-26 14:20:10,1403/12/08 14:20:10,751.6,-7.6,32.0,-7.0,249.0,5.4
2025-02-26 14:10:10,1403/12/08 14:10:10,751.6,-7.2,32.0,-6.7,255.0,5.7
2025-02-26 14:00:10,1403/12/08 14:00:10,751.6,-7.0,32.0,-6.5,253.0,5.5
2025-02-26 13:50:10,1403/12/08 13:50:10,751.6,-7.2,34.0,-6.2,256.0,4.5
2025-02-26 13:40:10,1403/12/08 13:40:10,751.6,-6.8,34.0,-5.9,244.0,4.2
2025-02-26 13:30:10,1403/12/08 13:30:10,751.6,-6.9,35.0,-6.0,246.0,4.4
2025-02-26 13:20:10,1403/12/08 13:20:10,751.5,-7.2,37.0,-6.0,255.0,4.6
2025-02-26 13:10:10,1403/12/08 13:10:10,751.5,-7.2,37.0,-5.9,253.0,4.7
2025-02-26 13:00:10,1403/12/08 13:00:10,751.6,-7.2,39.0,-5.7,251.0,4.8
2025-02-26 12:50:10,1403/12/08 12:50:10,751.5,-7.2,40.0,-5.4,256.0,5.8
2025-02-26 12:40:10,1403/12/08 12:40:10,751.6,-6.8,41.0,-5.2,252.0,4.5
2025-02-26 12:30:10,1403/12/08 12:30:10,751.5,-6.9,40.0,-5.1,257.0,5.3
2025-02-26 12:20:10,1403/12/08 12:20:10,751.5,-6.8,40.0,-4.9,251.0,5.0
2025-02-26 12:10:10,1403/12/08 12:10:10,751.5,-7.0,39.0,-4.8,253.0,4.7
2025-02-26 12:00:10,1403/12/08 12:00:10,751.5,-6.4,41.0,-4.5,248.0,5.3
2025-02-26 11:50:10,1403/12/08 11:50:10,751.5,-6.5,41.0,-4.6,252.0,4.9
2025-02-26 11:40:10,1403/12/08 11:40:10,751.4,-6.3,41.0,-4.3,243.0,5.6
2025-02-26 11:30:10,1403/12/08 11:30:10,751.4,-6.0,42.0,-4.3,249.0,4.9
2025-02-26 11:20:10,1403/12/08 11:20:10,751.4,-6.1,41.0,-4.4,249.0,5.7
2025-02-26 11:10:10,1403/12/08 11:10:10,751.4,-6.3,42.0,-4.3,241.0,5.1
2025-02-26 11:00:10,1403/12/08 11:00:10,751.5,-6.6,42.0,-3.9,245.0,5.2
2025-02-26 10:50:10,1403/12/08 10:50:10,751.5,-5.9,42.0,-3.4,238.0,5.9
2025-02-26 10:40:10,1403/12/08 10:40:10,751.5,-5.8,41.0,-3.1,237.0,4.5
2025-02-26 10:30:10,1403/12/08 10:30:10,751.6,-5.8,41.0,-3.3,243.0,4.3
2025-02-26 10:20:10,1403/12/08 10:20:10,751.7,-6.4,40.0,-3.2,236.0,4.1
2025-02-26 10:10:10,1403/12/08 10:10:10,751.7,-6.1,41.0,-3.1,243.0,3.5
2025-02-26 10:00:10,1403/12/08 10:00:10,751.8,-6.4,41.0,-3.0,255.0,4.3
2025-02-26 09:50:10,1403/12/08 09:50:10,751.9,-6.3,39.0,-2.4,242.0,3.8
2025-02-26 09:40:10,1403/12/08 09:40:10,752.0,-6.0,39.0,-2.3,248.0,3.8
2025-02-26 09:30:10,1403/12/08 09:30:10,752.0,-6.4,40.0,-2.5,251.0,3.5
2025-02-26 09:20:10,1403/12/08 09:20:10,752.1,-6.3,40.0,-2.3,250.0,4.0
2025-02-26 09:10:10,1403/12/08 09:10:10,752.2,-6.5,38.0,-2.0,231.0,3.1
2025-02-26 09:00:10,1403/12/08 09:00:10,752.3,-6.3,38.0,-2.0,237.0,2.3
2025-02-26 08:50:10,1403/12/08 08:50:10,752.4,-6.6,38.0,-1.8,230.0,2.7
2025-02-26 08:40:10,1403/12/08 08:40:10,752.4,-6.5,37.0,-1.7,235.0,3.0
2025-02-26 08:30:10,1403/12/08 08:30:10,752.6,-6.7,36.0,-1.6,226.0,2.4
2025-02-26 08:20:10,1403/12/08 08:20:10,752.8,-5.9,35.0,-1.8,235.0,1.4
2025-02-26 08:10:10,1403/12/08 08:10:10,752.8,-6.7,36.0,-2.1,214.0,1.5
2025-02-26 08:00:10,1403/12/08 08:00:10,752.9,-6.3,36.0,-2.3,224.0,1.3
2025-02-26 07:50:10,1403/12/08 07:50:10,752.9,-6.5,34.0,-2.5,212.0,1.0
2025-02-26 07:40:10,1403/12/08 07:40:10,753.0,-6.8,33.0,-2.8,222.0,1.3
2025-02-26 07:30:10,1403/12/08 07:30:10,753.0,-6.7,32.0,-3.0,209.0,0.3
2025-02-26 07:20:10,1403/12/08 07:20:10,753.0,-7.2,33.0,-3.2,213.0,1.2
2025-02-26 07:10:10,1403/12/08 07:10:10,753.1,-7.3,34.0,-3.5,226.0,1.0
2025-02-26 07:00:10,1403/12/08 07:00:10,753.1,-7.7,34.0,-3.5,214.0,0.8
2025-02-26 06:50:10,1403/12/08 06:50:10,753.0,-8.0,33.0,-3.3,225.0,0.9
2025-02-26 06:40:10,1403/12/08 06:40:10,752.9,-6.5,29.0,-3.4,227.0,0.6
2025-02-26 06:30:10,1403/12/08 06:30:10,752.9,-7.9,32.0,-4.0,212.0,0.4
2025-02-26 06:20:10,1403/12/08 06:20:10,752.9,-8.7,33.0,-4.1,210.0,1.5
2025-02-26 06:10:10,1403/12/08 06:10:10,752.9,-8.4,33.0,-4.1,232.0,0.8
2025-02-26 06:00:10,1403/12/08 06:00:10,752.9,-8.4,32.0,-4.3,240.0,0.3
2025-02-26 05:50:10,1403/12/08 05:50:10,752.9,-7.9,30.0,-4.8,234.0,0.5
2025-02-26 05:40:10,1403/12/08 05:40:10,752.9,-8.3,32.0,-5.5,198.0,0.0
2025-02-26 05:30:10,1403/12/08 05:30:10,752.9,-9.2,33.0,-6.1,215.0,0.3
2025-02-26 05:20:10,1403/12/08 05:20:10,752.8,-9.7,34.0,-6.4,206.0,1.0
2025-02-26 05:10:11,1403/12/08 05:10:11,752.9,-9.8,34.0,-6.6,221.0,1.4
2025-02-26 05:00:11,1403/12/08 05:00:11,752.8,-9.6,34.0,-7.2,228.0,1.1
2025-02-26 04:50:11,1403/12/08 04:50:11,752.7,-9.8,35.0,-8.3,231.0,1.1
2025-02-26 04:40:11,1403/12/08 04:40:11,752.6,-10.5,35.0,-9.5,243.0,1.2
2025-02-26 04:30:11,1403/12/08 04:30:11,752.6,-11.0,36.0,-10.5,255.0,1.3
2025-02-26 04:20:11,1403/12/08 04:20:11,752.5,-11.9,39.0,-11.2,247.0,0.7
2025-02-26 04:10:11,1403/12/08 04:10:11,752.3,-12.6,39.0,-11.7,222.0,0.3
2025-02-26 04:00:11,1403/12/08 04:00:11,752.1,-12.0,37.0,-11.7,238.0,0.1
2025-02-26 03:50:10,1403/12/08 03:50:10,752.0,-11.9,38.0,-11.9,240.0,0.0
2025-02-26 03:40:10,1403/12/08 03:40:10,751.9,-12.8,41.0,-12.3,228.0,0.0
2025-02-26 03:30:10,1403/12/08 03:30:10,751.8,-13.7,43.0,-12.6,214.0,0.6
2025-02-26 03:20:10,1403/12/08 03:20:10,751.8,-14.1,44.0,-12.7,215.0,0.6
2025-02-26 03:10:10,1403/12/08 03:10:10,751.7,-13.9,42.0,-12.9,206.0,1.8
2025-02-26 03:00:10,1403/12/08 03:00:10,751.6,-13.7,40.0,-13.0,222.0,1.3
2025-02-26 02:50:10,1403/12/08 02:50:10,751.5,-14.0,40.0,-13.1,224.0,0.6
2025-02-26 02:40:10,1403/12/08 02:40:10,751.4,-14.2,40.0,-13.2,214.0,0.6
2025-02-26 02:30:10,1403/12/08 02:30:10,751.4,-14.6,41.0,-12.6,241.0,0.0
2025-02-26 02:20:10,1403/12/08 02:20:10,751.3,-14.9,41.0,-12.3,206.0,0.6
2025-02-26 02:10:10,1403/12/08 02:10:10,751.2,-13.7,40.0,-12.2,220.0,1.3
2025-02-26 02:00:10,1403/12/08 02:00:10,751.1,-14.0,43.0,-12.4,236.0,0.4
2025-02-26 01:50:10,1403/12/08 01:50:10,751.1,-14.0,43.0,-12.6,242.0,1.1
2025-02-26 01:40:10,1403/12/08 01:40:10,751.1,-14.5,43.0,-13.3,235.0,1.8
2025-02-26 01:30:10,1403/12/08 01:30:10,751.3,-14.7,46.0,-13.5,246.0,0.6
2025-02-26 01:20:10,1403/12/08 01:20:10,751.2,-16.1,48.0,-13.6,227.0,0.0
2025-02-26 01:10:10,1403/12/08 01:10:10,751.3,-15.4,45.0,-13.6,205.0,1.4
2025-02-26 01:00:10,1403/12/08 01:00:10,751.2,-14.7,43.0,-13.4,217.0,0.6
2025-02-26 00:50:10,1403/12/08 00:50:10,751.1,-14.6,42.0,-13.4,195.0,2.5
2025-02-26 00:40:10,1403/12/08 00:40:10,751.1,-15.1,42.0,-13.3,199.0,2.0
2025-02-26 00:30:10,1403/12/08 00:30:10,751.0,-14.8,40.0,-13.3,203.0,1.0
2025-02-26 00:20:10,1403/12/08 00:20:10,751.0,-15.0,42.0,-13.7,222.0,0.8
2025-02-26 00:10:10,1403/12/08 00:10:10,750.9,-15.2,43.0,-14.2,214.0,0.6
2025-02-26 00:00:10,1403/12/08 00:00:10,751.0,-16.1,44.0,-14.6,195.0,1.1
2025-02-25 23:50:10,1403/12/07 23:50:10,751.0,-16.0,41.0,-14.8,216.0,0.0
2025-02-25 23:40:10,1403/12/07 23:40:10,751.0,-14.8,38.0,-14.8,234.0,0.0
2025-02-25 23:30:10,1403/12/07 23:30:10,751.0,-13.9,34.0,-15.0,222.0,0.1
2025-02-25 23:20:10,1403/12/07 23:20:10,751.0,-13.4,36.0,-14.8,241.0,0.0
2025-02-25 23:10:10,1403/12/07 23:10:10,751.1,-13.9,35.0,-14.3,231.0,0.1
2025-02-25 23:00:10,1403/12/07 23:00:10,751.0,-13.1,33.0,-13.7,240.0,0.1
2025-02-25 22:50:10,1403/12/07 22:50:10,751.0,-12.6,33.0,-13.3,245.0,0.3
2025-02-25 22:40:10,1403/12/07 22:40:10,751.0,-13.4,35.0,-12.9,208.0,0.2
2025-02-25 22:30:10,1403/12/07 22:30:10,750.9,-13.9,37.0,-12.9,224.0,0.6
2025-02-25 22:20:10,1403/12/07 22:20:10,751.0,-14.1,39.0,-13.0,230.0,0.4
2025-02-25 22:10:10,1403/12/07 22:10:10,751.1,-14.7,39.0,-13.1,196.0,0.8
2025-02-25 22:00:10,1403/12/07 22:00:10,751.3,-14.5,41.0,-12.4,220.0,0.0
2025-02-25 21:50:10,1403/12/07 21:50:10,751.3,-14.1,41.0,-12.3,238.0,1.3
2025-02-25 21:40:10,1403/12/07 21:40:10,751.3,-14.4,42.0,-12.9,223.0,2.3
2025-02-25 21:30:10,1403/12/07 21:30:10,751.2,-13.9,36.0,-13.1,221.0,0.5
2025-02-25 21:20:10,1403/12/07 21:20:10,751.4,-12.6,37.0,-13.4,229.0,1.8
2025-02-25 21:10:10,1403/12/07 21:10:10,751.6,-13.3,42.0,-13.6,244.0,1.4
2025-02-25 21:00:10,1403/12/07 21:00:10,751.6,-13.7,46.0,-13.6,252.0,1.5
2025-02-25 20:50:10,1403/12/07 20:50:10,751.7,-14.0,45.0,-13.4,260.0,1.6
2025-02-25 20:40:10,1403/12/07 20:40:10,751.7,-13.8,45.0,-13.1,244.0,1.2
2025-02-25 20:30:10,1403/12/07 20:30:10,751.8,-14.0,43.0,-13.0,237.0,1.9
2025-02-25 20:20:10,1403/12/07 20:20:10,751.6,-13.6,37.0,-13.1,243.0,1.9
2025-02-25 20:10:10,1403/12/07 20:10:10,751.4,-14.0,38.0,-13.3,231.0,1.5
2025-02-25 20:00:10,1403/12/07 20:00:10,751.3,-14.6,39.0,-13.0,215.0,0.4
2025-02-25 19:50:10,1403/12/07 19:50:10,751.3,-14.8,38.0,-12.8,188.0,1.8
2025-02-25 19:40:10,1403/12/07 19:40:10,751.4,-13.5,37.0,-12.2,201.0,1.3
2025-02-25 19:30:10,1403/12/07 19:30:10,751.3,-13.6,38.0,-11.9,245.0,0.3
2025-02-25 19:20:10,1403/12/07 19:20:10,751.3,-13.8,39.0,-11.9,246.0,1.5
2025-02-25 19:10:10,1403/12/07 19:10:10,751.5,-14.0,40.0,-12.0,253.0,1.8
2025-02-25 19:00:10,1403/12/07 19:00:10,751.6,-14.0,40.0,-12.0,240.0,2.0
2025-02-25 18:50:10,1403/12/07 18:50:10,751.7,-13.7,39.0,-12.2,216.0,0.9
2025-02-25 18:40:10,1403/12/07 18:40:10,751.8,-13.7,42.0,-12.2,216.0,1.1
2025-02-25 18:30:10,1403/12/07 18:30:10,751.7,-13.7,42.0,-12.2,227.0,0.6
2025-02-25 18:20:10,1403/12/07 18:20:10,751.7,-14.1,45.0,-12.3,231.0,1.1
2025-02-25 18:10:10,1403/12/07 18:10:10,751.7,-14.4,47.0,-12.5,226.0,1.5
2025-02-25 18:00:10,1403/12/07 18:00:10,751.7,-14.1,47.0,-12.7,244.0,1.1
2025-02-25 17:50:10,1403/12/07 17:50:10,751.6,-14.1,47.0,-13.1,253.0,2.1
2025-02-25 17:40:11,1403/12/07 17:40:11,751.6,-14.0,48.0,-13.6,234.0,0.5
2025-02-25 17:30:11,1403/12/07 17:30:11,751.7,-13.9,47.0,-13.5,233.0,0.3
2025-02-25 17:20:11,1403/12/07 17:20:11,751.7,-14.8,50.0,-13.2,228.0,0.8
2025-02-25 17:10:11,1403/12/07 17:10:11,751.6,-15.9,51.0,-12.6,194.0,0.6
2025-02-25 17:00:11,1403/12/07 17:00:11,751.6,-16.6,52.0,-12.4,199.0,2.0
2025-02-25 16:50:11,1403/12/07 16:50:11,751.6,-14.8,49.0,-12.0,218.0,1.2
2025-02-25 16:40:11,1403/12/07 16:40:11,751.5,-14.1,49.0,-11.9,250.0,1.2
2025-02-25 16:30:11,1403/12/07 16:30:11,751.5,-14.0,51.0,-12.2,234.0,1.5
2025-02-25 16:20:10,1403/12/07 16:20:10,751.5,-14.9,50.0,-12.5,206.0,1.8
2025-02-25 16:10:10,1403/12/07 16:10:10,751.6,-14.7,51.0,-12.1,206.0,0.5
2025-02-25 16:00:10,1403/12/07 16:00:10,751.5,-15.0,50.0,-11.8,189.0,2.0
2025-02-25 15:50:10,1403/12/07 15:50:10,751.5,-13.7,45.0,-11.1,209.0,1.3
2025-02-25 15:40:10,1403/12/07 15:40:10,751.6,-12.5,45.0,-10.7,231.0,1.6
2025-02-25 15:30:10,1403/12/07 15:30:10,751.6,-12.6,46.0,-10.4,229.0,2.5
2025-02-25 15:20:10,1403/12/07 15:20:10,751.5,-12.7,46.0,-10.1,249.0,3.2
2025-02-25 15:10:10,1403/12/07 15:10:10,751.5,-12.5,46.0,-9.8,251.0,2.9
2025-02-25 15:00:10,1403/12/07 15:00:10,751.4,-12.3,45.0,-9.6,252.0,3.3
2025-02-25 14:50:10,1403/12/07 14:50:10,751.3,-11.8,43.0,-9.3,249.0,3.8
2025-02-25 14:40:10,1403/12/07 14:40:10,751.2,-11.7,42.0,-9.1,244.0,4.6
2025-02-25 14:30:10,1403/12/07 14:30:10,751.1,-11.5,42.0,-8.7,243.0,4.5
2025-02-25 14:20:10,1403/12/07 14:20:10,751.0,-11.0,41.0,-8.3,245.0,5.0
2025-02-25 14:10:10,1403/12/07 14:10:10,750.9,-10.6,39.0,-8.0,238.0,4.6
2025-02-25 14:00:10,1403/12/07 14:00:10,750.8,-10.3,39.0,-7.5,239.0,4.0
2025-02-25 13:50:10,1403/12/07 13:50:10,750.7,-10.0,39.0,-7.3,247.0,4.5
2025-02-25 13:40:10,1403/12/07 13:40:10,750.7,-9.7,40.0,-7.1,254.0,4.3
2025-02-25 13:30:10,1403/12/07 13:30:10,750.7,-9.6,39.0,-6.9,253.0,4.5
2025-02-25 13:20:10,1403/12/07 13:20:10,750.7,-9.5,39.0,-6.6,257.0,5.0
2025-02-25 13:10:10,1403/12/07 13:10:10,750.7,-9.4,40.0,-6.5,254.0,5.3
2025-02-25 13:00:10,1403/12/07 13:00:10,750.6,-9.1,39.0,-6.3,256.0,4.8
2025-02-25 12:50:10,1403/12/07 12:50:10,750.4,-9.1,40.0,-6.4,259.0,4.8
2025-02-25 12:40:10,1403/12/07 12:40:10,750.3,-9.0,39.0,-6.2,252.0,5.8
2025-02-25 12:30:10,1403/12/07 12:30:10,750.3,-9.1,37.0,-6.3,253.0,5.3
2025-02-25 12:20:10,1403/12/07 12:20:10,750.2,-9.1,36.0,-5.9,259.0,5.5
2025-02-25 12:10:10,1403/12/07 12:10:10,750.0,-8.6,37.0,-5.6,253.0,4.9
2025-02-25 12:00:10,1403/12/07 12:00:10,750.0,-8.9,38.0,-5.6,259.0,4.5
2025-02-25 11:50:10,1403/12/07 11:50:10,749.9,-8.9,37.0,-5.2,255.0,3.9
2025-02-25 11:40:10,1403/12/07 11:40:10,749.8,-8.5,34.0,-5.0,254.0,4.3
2025-02-25 11:30:10,1403/12/07 11:30:10,749.7,-8.5,32.0,-5.2,252.0,3.0
2025-02-25 11:20:10,1403/12/07 11:20:10,749.6,-8.5,33.0,-5.4,241.0,2.0
2025-02-25 11:10:10,1403/12/07 11:10:10,749.6,-8.9,33.0,-5.6,238.0,3.0
2025-02-25 11:00:10,1403/12/07 11:00:10,749.5,-9.0,32.0,-5.8,247.0,3.1
2025-02-25 10:50:10,1403/12/07 10:50:10,749.3,-9.2,33.0,-6.2,236.0,4.1
2025-02-25 10:40:10,1403/12/07 10:40:10,749.2,-9.5,33.0,-6.2,235.0,3.9
2025-02-25 10:30:10,1403/12/07 10:30:10,749.3,-9.5,33.0,-5.9,230.0,3.9
2025-02-25 10:20:10,1403/12/07 10:20:10,749.2,-9.5,34.0,-5.9,239.0,3.5
2025-02-25 10:10:10,1403/12/07 10:10:10,749.3,-9.5,34.0,-5.8,243.0,3.4
2025-02-25 10:00:10,1403/12/07 10:00:10,749.3,-9.5,34.0,-5.5,243.0,3.7
2025-02-25 09:50:10,1403/12/07 09:50:10,749.4,-9.6,34.0,-5.5,252.0,3.7
2025-02-25 09:40:10,1403/12/07 09:40:10,749.3,-9.8,35.0,-5.7,257.0,4.3
2025-02-25 09:30:10,1403/12/07 09:30:10,749.3,-9.9,34.0,-5.5,252.0,4.8
2025-02-25 09:20:10,1403/12/07 09:20:10,749.2,-9.9,32.0,-5.0,257.0,4.6
2025-02-25 09:10:10,1403/12/07 09:10:10,749.3,-9.3,32.0,-4.9,243.0,4.3
2025-02-25 09:00:10,1403/12/07 09:00:10,749.2,-9.2,37.0,-5.5,243.0,2.8
2025-02-25 08:50:10,1403/12/07 08:50:10,749.2,-9.6,42.0,-7.0,247.0,1.5
2025-02-25 08:40:10,1403/12/07 08:40:10,749.1,-10.9,47.0,-8.2,203.0,2.5
2025-02-25 08:30:10,1403/12/07 08:30:10,749.1,-12.2,50.0,-8.7,207.0,3.7
2025-02-25 08:20:10,1403/12/07 08:20:10,749.0,-12.2,52.0,-9.0,208.0,4.3
2025-02-25 08:10:10,1403/12/07 08:10:10,748.9,-12.8,52.0,-9.1,202.0,5.6
2025-02-25 08:00:10,1403/12/07 08:00:10,748.8,-12.7,51.0,-9.1,202.0,5.5
2025-02-25 07:50:10,1403/12/07 07:50:10,748.8,-12.8,53.0,-9.2,203.0,5.9
2025-02-25 07:40:10,1403/12/07 07:40:10,748.8,-13.0,54.0,-9.1,200.0,5.7
2025-02-25 07:30:10,1403/12/07 07:30:10,748.7,-12.6,53.0,-8.7,199.0,6.4
2025-02-25 07:20:10,1403/12/07 07:20:10,748.6,-12.4,52.0,-8.3,194.0,6.2
2025-02-25 07:10:10,1403/12/07 07:10:10,748.4,-12.0,51.0,-7.9,199.0,5.6
2025-02-25 07:00:10,1403/12/07 07:00:10,748.3,-11.9,51.0,-8.2,199.0,5.3
